country,book,chapter,chapter_position,part_position,question_number,question_id,criteria_short,answer,justification,source_file,file_stem
Russia,Aelita,Black Sky,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,No space society exists. Only two men are in the rocket.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Los and Gusev speak Russian to each other.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,"The egg-shaped rocket is cramped. The travelers experience the black sky of space, extreme acceleration, and the void beyond Earth's atmosphere.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),"Only Los and Gusev are in space, the first humans to leave Earth.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No space governance exists.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,9,q9,genre of the book,Adventure / exploration,The dramatic launch before a crowd and ascent into the black sky define this as an adventure chapter.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The mission is civilian. Los is an engineer and Gusev a civilian volunteer.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,"The pioneers launching into unknown territory evokes frontier exploration, like conquistadors setting sail for new lands.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Black Sky,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),"The black sky, weightlessness, extreme acceleration, and confinement in the egg-shaped ship challenge the travelers.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,1,q1,is space something to be contested,No contestation,The journey through space proceeds without conflict. They nearly collide with a fragment of a dead planet but there is no adversarial contestation.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,2,q2,can you inhabit and hold territory in space,Cannot inhabit or hold territory,The travelers pass through empty space in their cramped rocket.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,The journey to Mars takes approximately 19 hours ship-time but about 24 days Earth-time due to relativistic effects discussed by Los.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,No space society exists.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Los and Gusev speak Russian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,"The cramped egg-shaped ship, near-collision with space debris, and Los's discussion of time dilation demonstrate the harshness of space travel.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only two humans are in space.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No space governance exists.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,9,q9,genre of the book,Adventure / exploration,The interplanetary journey with its near-collision and scientific observations drives the adventure narrative.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The mission is entirely civilian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Two pioneers crossing unknown territory toward a new world evokes frontier exploration.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Take-Off,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),"Time dilation, near-collision with planetary fragments, and the void of interplanetary space challenge human experience.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,1,q1,is space something to be contested,No contestation,Los and Gusev land on Mars peacefully. They encounter no opposition upon landing in a dried canal bed.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers land temporarily on Mars. They have no settlement or outpost.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They have just completed the approximately 24-day journey from Earth to Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,No Martian society has been encountered yet.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Los and Gusev speak Russian to each other on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,"Mars has thin dry air, low gravity, orange soil, and giant spiders. The environment is alien and harsh.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),"Only Los and Gusev are on Mars, the first humans to set foot there.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No governance is encountered yet.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,9,q9,genre of the book,Adventure / exploration,"Landing on Mars and exploring the alien landscape with its cactuses, orange soil, and giant spiders defines this as exploration.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The mission remains entirely civilian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Landing in an unknown alien landscape evokes frontier exploration and discovery of new territory.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Mars,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),"Thin dry air, low gravity, two moons, close horizon, giant spiders, and alien terrain are fundamentally unlike Earth.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,1,q1,is space something to be contested,No contestation,Los and Gusev explore the Martian surface peacefully. They encounter a Martian flyer but no conflict occurs.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers explore temporarily. They have no settlement.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They have recently arrived on Mars after an approximately 24-day journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,They glimpse a Martian flyer but do not yet interact with Martian society.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Los and Gusev speak Russian. They cannot communicate with the Martian they see.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,"The alien terrain with its cactuses, giant spiders, and unfamiliar creatures presents constant environmental challenges.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No governance structure has been encountered.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,9,q9,genre of the book,Adventure / exploration,Exploring the Martian surface and encountering a Martian for the first time drives the exploration narrative.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The mission is civilian exploration.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Exploring unknown terrain and encountering its inhabitants evokes frontier exploration.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Descent,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),"Low gravity, thin air, alien fauna, and an unfamiliar landscape challenge human experience.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,1,q1,is space something to be contested,No contestation,Los gazes at Earth from Mars. No conflict occurs in this reflective chapter.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are temporary visitors on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They are on Mars after the short interplanetary journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,4,q4,how culturally different is space from earth?,Other / Unsure,No Martian society is directly depicted in this chapter.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,5,q5,do you speak same language on earth vs space ?,Same languages as Earth,Los and Gusev speak Russian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,The alien Mars environment persists around them.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No governance is depicted.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,9,q9,genre of the book,Drama,Los's emotional reflection on Earth and his separation from it dominates this contemplative chapter.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The travelers are civilians.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,The sense of vast separation from civilization evokes the frontier experience.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Los Looks At The Earth,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),Looking at Earth as a distant star from an alien world highlights the radical difference from normal human experience.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,1,q1,is space something to be contested,No contestation,"Los and Gusev explore a deserted Martian house. They find golden masks with a third eye, singing books, and a mirror-screen but encounter no conflict.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are temporary visitors exploring an abandoned Martian dwelling.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They are on Mars after the short journey from Earth.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The golden masks with a third eye, books that produce music when opened, and the mirror-screen showing a distant city reveal a radically alien civilization.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,The humans cannot communicate with Martians. The singing books use an incomprehensible system of colored signs.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,The alien environment persists. Giant spiders and unfamiliar fauna pose risks.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,8,q8,are there different countries in space? Or just one?,Other / Unsure,No governance structure has been directly encountered yet.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,9,q9,genre of the book,Adventure / exploration,Exploring the deserted Martian house and discovering alien artifacts like singing books and golden masks drives the exploration narrative.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The travelers are civilians exploring.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Discovering alien ruins and artifacts evokes frontier exploration of unknown lands.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Deserted House,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),"Alien technology like singing books and telepathic mirror-screens, along with the hostile fauna, challenge human understanding.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,1,q1,is space something to be contested,"Low contestation (minor competition, little open conflict)",A military flying-ship arrives with soldiers and a bald-headed Martian official. Los and Gusev are taken aboard under mild coercion but not harmed.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are temporary visitors now under Martian escort.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They remain on Mars after the short journey from Earth.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The Martian military ship, soldiers, and official demonstrate an organized alien society with its own military hierarchy.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,Los and Gusev cannot communicate with the Martians. They can only gesture.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Harsh and resource-intensive,The alien environment continues to challenge the travelers.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev represent humanity on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,The Martian military operates under a centralized authority that sends soldiers to collect the visitors.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,9,q9,genre of the book,Adventure / exploration,Being taken aboard a Martian airship and flown over the alien landscape continues the adventure of first contact.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Mostly civilian with some military presence,The civilian travelers encounter a Martian military escort. The military presence is secondary to the exploration.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Being escorted by the indigenous military power into their territory evokes colonial-era first contact.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Sunset,NA,NA,12,q12,how physically different is space from earth?,Very different (human bodies/technology constantly challenged),"Flying machines, alien soldiers, and the low-gravity Martian environment challenge human norms.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,1,q1,is space something to be contested,"Low contestation (minor competition, little open conflict)","The travelers are flown over Mars and see the Liziazira Mountains, an old battlefield with wrecked ships. The escort is firm but not hostile.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are temporary visitors being transported across Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They remain on Mars after the short journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The fertile land of Azora with its canals, giant reservoirs, and the wrecked battlefield reveal a complex alien civilization with a violent history.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,Communication remains impossible between humans and Martians.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"Under Martian escort, the environment is managed but still alien and risky.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are human visitors on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,The Martian state controls the escort and the territory they fly over.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,9,q9,genre of the book,Adventure / exploration,"Flying over Mars and seeing its mountains, battlefields, canals, and reservoirs is pure exploration and discovery.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Mostly civilian with some military presence,Civilian travelers are escorted by Martian military.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Being shown a vast alien territory with its irrigation systems and settlements evokes colonial-era geographic exploration.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Beyond The Mountains,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),"Under escort with managed conditions, the environment requires adaptation but is not immediately life-threatening.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,1,q1,is space something to be contested,No contestation,Los and Gusev receive a rapturous public welcome at Soatsera. The Council of Engineers greets them formally.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are temporary visitors welcomed into a Martian city.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They remain on Mars after the short journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The Council of Engineers led by Tuscoob, the rapturous public welcome, and the organized Martian city demonstrate a radically different social order.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,The humans still cannot communicate verbally with Martians.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"Within the Martian city, conditions are managed, though the alien environment remains risky.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev represent humanity.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,The Council of Engineers led by Tuscoob governs Soatsera and the surrounding territory.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,9,q9,genre of the book,Adventure / exploration,First contact with an organized alien civilization and a ceremonial welcome drive the exploration narrative.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Mostly civilian with some military presence,The welcome is civilian but military forces are visible in the background.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Arriving at an alien city and being received by its rulers evokes frontier-era diplomatic encounters.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,The Martians,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),"Within the city, conditions are livable but require constant adaptation to alien customs and environment.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,1,q1,is space something to be contested,No contestation,Los and Gusev are settled in a house near a lake in an azure copse. Los glimpses Aelita on the steps. The setting is peaceful.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are housed temporarily by their Martian hosts.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They remain on Mars after the short journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The azure copse with its alien flora, the Martian house, and the stone giants by the lake reveal an alien culture.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,Communication with Martians is still very limited.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"The copse house provides comfortable shelter, though the alien environment remains unfamiliar.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are humans on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,Tuscoob's authority governs the estate where they are housed.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,9,q9,genre of the book,Adventure / exploration,Settling into alien surroundings and glimpsing Aelita continues the exploration narrative.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The setting is a peaceful civilian estate. No military presence is visible.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Being settled in alien territory by hosts evokes frontier colonists being received by indigenous people.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,In The Azure Copse,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),"Living in a Martian house with alien food, flora, and customs requires regular adaptation.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,1,q1,is space something to be contested,No contestation,The travelers view the city of Soatsera and its massive reservoir systems from above. No conflict occurs.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",The travelers are visitors observing the Martian city.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They remain on Mars after the short journey.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"The city of Soatsera with its stepped pyramids, reservoirs, and canal systems demonstrates a sophisticated alien civilization.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,5,q5,do you speak same language on earth vs space ?,Other / Unsure,Communication is still limited.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,"Within the city and surrounding settled areas, conditions are managed.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev represent humanity.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,The Council of Engineers governs the city and its infrastructure.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,9,q9,genre of the book,Adventure / exploration,"Viewing the alien city's architecture, reservoirs, and canal systems from above is a moment of discovery.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,10,q10,is space a military or civilian domain / is the book military or civilian?,Entirely civilian,The city view is peaceful and civilian.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,11,q11,Is space characterized like another military domain?,Like the frontier / colonial expansion,Surveying an alien civilization's settlements and infrastructure from above evokes geographic exploration.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,Soatsera,NA,NA,12,q12,how physically different is space from earth?,Moderately different (regular adaptation needed),The alien city with its unfamiliar architecture and technology requires adaptation.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,1,q1,is space something to be contested,No contestation,Seven days of peaceful language lessons pass. Los meets Aelita by the lake stairs for a philosophical conversation. No conflict occurs.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,2,q2,can you inhabit and hold territory in space,"Visiting / Temporary presence only (stations, missions, outposts)",Los and Gusev remain temporary visitors on Tuscoob's estate.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,3,q3,how long is journey / how  far from earth,Short interplanetary journey,They are on Mars after the short journey from Earth.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,4,q4,how culturally different is space from earth?,Radically different / alien social order,"Aelita describes ashkheh (second vision), the Magatsitl heritage, and Martian concepts of wisdom and destruction that reveal a radically different worldview.",Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,5,q5,do you speak same language on earth vs space ?,Distinct space language(s),Los speaks to Aelita in Martian. The language has fused with his consciousness after seven days of lessons. He speaks alien words that shape themselves from desire.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,6,q6,is it hostile / hard to survive (bc of natural conditions),Manageable but risky,The estate environment is comfortable but the alien setting persists.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,7,q7,how common is it for humans to live in space,Exceptionally rare (few astronauts/explorers),Only Los and Gusev are humans on Mars.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,8,q8,are there different countries in space? Or just one?,Single unified authority,Tuscoob's authority governs the estate.,Russia_Aelita.csv,Russia_Aelita
Russia,Aelita,On The Stairs,NA,NA,9,q9,genre of the book,Drama,"The romantic encounter between Los and Aelita by the lake, their philosophical exchange about happiness and love, and Aelita's warning about Khao create personal drama.",Russia_Aelita.csv,Russia_Aelita
