country,book,chapter,q1,q2,q3,q4,q5,q6,q7,q8,q9,q10,q11,q12,q1_justification,q2_justification,q3_justification,q4_justification,q5_justification,q6_justification,q7_justification,q8_justification,q9_justification,q10_justification,q11_justification,q12_justification,source_file,file_stem,part_position,chapter_position
France,Voyage To Venus,Chapter Five,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)",Moderate journey (months/meaningful separation),Radically different / alien social order,Distinct space language(s),Benign / easily survivable,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Adventure / exploration,Entirely civilian,Other / Unsure,Very different (human bodies/technology constantly challenged),"This chapter consists entirely of philosophical and theological conversation between Ransom and the Green Lady. There is no conflict, competition, or contestation of any kind. The discussion concerns free will, obedience, and the nature of good.","Ransom remains a temporary visitor. The Green Lady lives nomadically on floating islands with no fixed settlement. When asked about home, she gestures to the entire landscape, indicating no permanent territorial claim.","Ransom is on Venus, separated from Earth with no independent means of return. The Green Lady has never seen Earth. The distance creates meaningful separation between worlds.","The Green Lady has no concept of home, death, loneliness, or fixed community. She and the King are the only two of their kind. She does not understand concepts like brothers, sisters, or kindred. Her entire worldview is alien to Earth norms.","Ransom communicates with the Lady in Old Solar, the ancient common tongue of the solar system. She does not know English. The language is shared across worlds but is distinct from any Earth language.","In this chapter the environment is calm and pleasant. The islands float together peacefully, food is available, the climate is warm, and there are no threats. The Lady and Ransom converse comfortably with animals around them.","Only Ransom and the Green Lady exist on Perelandra as rational beings (the King is somewhere else). The Lady is astonished to learn that Earth has millions of people, confirming that population in this world is minimal.","The Lady and the absent King are the only two rational beings on the planet. When asked about governance, the Lady says the King is the only other person. There is no political structure beyond this primal pair.","While this chapter is more philosophical than action-oriented, it remains within the adventure/exploration genre as Ransom discovers the nature of Perelandrian society and theology through his first sustained dialogue with its sole inhabitant.","The chapter is a theological and philosophical conversation between two individuals. There is no military presence, language, or framing of any kind.","Space is characterized primarily as Deep Heaven, a theological/spiritual realm. The Lady describes planets as little lumps of the low swimming in the high. This is a unique metaphysical characterization unlike any military domain.","The Green Lady is green-skinned and has no concept of death, fixed habitation, or family structure as Earth knows it. The floating island world has no solid ground, no moon, no stars visible through the golden sky. The physical and conceptual environment is fundamentally different from Earth.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,5
France,Voyage To Venus,Chapter Six,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)",Moderate journey (months/meaningful separation),Radically different / alien social order,Distinct space language(s),Manageable but risky,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Adventure / exploration,Entirely civilian,Like the ocean / naval,Very different (human bodies/technology constantly challenged),"The arrival of Weston's spaceship introduces the threat of conflict. Ransom recognizes Weston as dangerous, having witnessed him murder a Malacandrian. Ransom tries to prevent Weston from meeting the Lady, but no actual violence occurs yet.","Ransom visits the Fixed Land temporarily with the Lady, who is forbidden from sleeping there. Weston arrives from Earth in a spaceship. All presence on Perelandra remains temporary with no settlements or territorial holding.","Weston has traveled from Earth to Venus in a spaceship, confirming interplanetary travel is possible but extraordinary. Both Ransom and Weston are meaningfully separated from Earth with limited ability to return.","The Lady's world has a divine law forbidding sleeping on Fixed Land, a concept utterly foreign to Earth. She is horrified to learn humans live on fixed land. Her entire social framework is based on divine commands from Maleldil, radically unlike any Earth culture.","Ransom and the Lady communicate in Old Solar throughout. When Weston arrives, he speaks English to Ransom, creating a multilingual situation. The distinct space language (Old Solar) remains the primary medium for interplanetary communication.","The Fixed Land is hospitable with streams, turf, and climbable terrain. However, the rising seas threaten to cut off their return, the Lady must leave before nightfall due to divine law, and Weston's arrival introduces human danger.","Only Ransom and now Weston have traveled to Venus from Earth. The total rational population of Perelandra is the Lady, the absent King, and these two Earth visitors. Space habitation remains exceedingly rare.","The Lady declares herself Lady and Mother of the world but there is no governmental apparatus. The only authority is divine command from Maleldil. No eldila govern this new world, and there are no political institutions.","Ransom and the Lady explore the Fixed Land, climbing mountains and surveying the ocean. The chapter builds tension with the arrival of Weston's spaceship and the race to intercept him, combining exploration with emerging conflict.","Despite the emerging threat from Weston, there is no military apparatus. Ransom is a scholar who laments his lack of combat skills. The Lady is a civilian. Even Weston arrives as a scientist, not a soldier.","The chapter features riding giant fish across the sea to reach the Fixed Land, watching floating islands from a mountaintop, and the arrival of Weston in a small boat. The oceanic environment and maritime activities dominate the chapter.","The Fixed Land features enormous green rock pillars rising to mountain heights, alien turf with piebald creatures, and a landscape surrounded by floating islands on a golden ocean beneath a golden sky. The environment is profoundly unlike Earth despite some superficial resemblances.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,6
France,Voyage To Venus,Chapter Seven,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Distinct space language(s),Manageable but risky,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Drama,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"Weston threatens Ransom with a revolver and there is tension between them, but no large-scale conflict. The contestation is interpersonal rather than strategic, with Weston claiming philosophical authority while Ransom opposes his ideology.","Ransom and Weston are temporary visitors to Perelandra. Weston sets up a small camp with a primus-stove and tent, but there is no permanent settlement. The Lady and King are the only inhabitants of the world.","Weston travelled more than thirty million miles of space to reach Venus. Ransom is completely cut off from Earth with no way to return on his own, and his previous journey to Malacandra caused a serious breakdown in health during the return.","Perelandra has a fundamentally different social order with only two inhabitants (the Lady and King), no concept of evil or disobedience, no clothing, and a world of floating islands where the Fixed Land is forbidden. The Lady has no understanding of concepts like lying, fear, or death.","Characters communicate in Old Solar, a distinct interplanetary language. Weston has mysteriously acquired fluency in it, and Ransom notes this as surprising since Weston previously had only a smattering of it on Malacandra.","The Fixed Land lacks the abundant fruit of the floating islands, making Ransom hungry and thirsty. The environment is survivable but less hospitable than the floating islands, and Ransom sleeps uncomfortably on solid ground compared to the soft surfaces he is accustomed to.",Only Ransom and Weston have traveled to Perelandra from Earth. The Lady and King are the sole native inhabitants of the entire world. Living in space or on other planets is extraordinarily rare.,"There is no political structure on Perelandra. The Lady and King are the only inhabitants, governed only by Maleldil's commands. There are no nations, governments, or political entities in space.","The chapter is dominated by intense philosophical and theological debate between Ransom and Weston about the nature of Spirit, God, and the Devil. The dramatic tension builds as Weston descends into possession, culminating in his terrifying seizure.","There is no military presence or framework. Weston is a scientist and Ransom a philologist. Weston's revolver is a personal weapon, not a military one. The conflict is philosophical and spiritual rather than military.","Space travel to Venus resembles frontier exploration and colonial expansion. Weston explicitly discusses interplanetary colonization, and the narrative echoes themes of encountering new worlds and indigenous peoples, with Weston referring to the Lady as a native.","Perelandra's environment is fundamentally different from Earth with floating islands on a golden sea, no fixed land permitted for habitation, perpetual warmth requiring no clothing, and alien flora and fauna. The night is seamless and undimensioned darkness.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,7
France,Voyage To Venus,Chapter Eight,Moderate contestation (ongoing rivalry/disputes),"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Distinct space language(s),Manageable but risky,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Drama,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"The chapter reveals an ongoing spiritual and ideological contest. Weston (now the Un-man) engages the Lady in a sustained temptation dialogue about disobeying Maleldil's command, while Ransom recognizes this as a direct threat requiring opposition.","Ransom continues as a temporary visitor, riding a fish between islands. The floating islands are transient and cannot be permanently held. There is no infrastructure or permanent settlement.","Ransom reflects on being completely separated from Earth, feeling homesickness for the floating islands even during a brief absence. The cord of longing he feels seems to stretch back before his birth, emphasizing the vast distance from his home world.","The Lady has no concept of stories or fiction, no understanding of multi-person conversation, and no knowledge of dwelling permanently in one place. Her social framework is entirely alien to Earth norms, with complete innocence and direct communion with Maleldil.","The conversation between Weston's body and the Lady takes place in Old Solar, a distinct interplanetary language. Ransom recognizes the voice as Weston's but notes it sounds curiously unlike itself.","Ransom finds food on the Fixed Island (bilberries and oval nuts) but the flavour is austere compared to floating island fruit. He travels across open sea on a fish at night, which is risky but manageable. The environment sustains life but requires effort.",Only Ransom and Weston are present from Earth. Ransom counts twenty-three floating islands but the only inhabitants are the Lady and the absent King. Space habitation remains extraordinarily rare.,"There is no political structure. The Lady and King answer only to Maleldil. The Un-man's temptation introduces the concept of independence from divine authority, but no political order exists.","The chapter is intensely dramatic, centering on the Un-man's subtle temptation of the Lady to disobey Maleldil's command about the Fixed Land. Ransom listens in horror as the dialogue unfolds, feeling both terror and a sense of cosmic stakes.","The chapter involves civilian characters engaged in philosophical and theological dialogue. There is no military presence, weapons, or military framework of any kind.","The narrative continues to echo frontier exploration themes. Ransom rides a fish across unknown seas to reach new islands, discovering phosphorescent sea creatures and mermaid-like beings, evoking the wonder of encountering an unexplored world.","The environment features floating islands, phosphorescent sea creatures, mermaid-like beings, giant rideable fish, and a night sky without visible heavens. Ransom's earth-trained walking habits fail on the heaving island surfaces.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,8
France,Voyage To Venus,Chapter Nine,High contestation (frequent conflict or strategic struggle),"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Distinct space language(s),Manageable but risky,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Drama,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"The chapter depicts an escalating spiritual battle. The Un-man systematically tempts the Lady to disobey Maleldil, while Ransom desperately tries to counter its arguments. The Un-man also engages in gratuitous cruelty, mutilating frogs, representing a deeper evil conflict.","All human characters remain temporary visitors. The Lady and King live nomadically on floating islands. The Un-man's temptation to settle on Fixed Land is precisely the forbidden act, underscoring that permanent territory-holding does not exist.","Ransom remains completely separated from Earth with no prospect of return. The Un-man references the deep gulf between worlds, claiming to have journeyed through Deep Heaven to reach Perelandra.","The Lady has no concept of badness, lying, or evil. She cannot understand multi-person conversation and has never seen death or suffering. Her innocence is so complete that the Un-man must slowly construct concepts like disobedience from scratch.","All dialogue occurs in Old Solar. The Lady, Ransom, and the Un-man all communicate in this interplanetary language. Ransom struggles to find words for concepts like bad or enemy that have no equivalent in her vocabulary.","The environment remains survivable with abundant fruit and mild climate, but the discovery of mutilated frogs introduces a new element of danger. The floating islands pitch dramatically in heavy weather, and Ransom faints upon seeing the Un-man's true nature.","Only three beings interact: Ransom, the Un-man in Weston's body, and the Lady. The King is absent somewhere on another floating island. Space habitation is limited to these few individuals.","No political structure exists. The Un-man's temptation aims to introduce independence from divine authority, but the current state is one of direct divine governance with no political institutions.","The chapter is deeply dramatic, featuring the horrifying discovery of mutilated frogs, Ransom's terrifying encounter with the Un-man's true nature that causes him to faint, and the intense three-way theological debate about obedience and disobedience.","The conflict is entirely spiritual and philosophical. There are no military elements, weapons, or military organization. The struggle is between good and evil on a theological plane.",The temptation narrative parallels colonial themes of encountering indigenous peoples and the tension between preserving innocence and introducing civilization. The Un-man acts as a corrupting colonial influence on the Lady's pristine world.,"The floating islands climb enormous hills of water, the weather shifts dramatically, and the Un-man's possessed body moves in ways that are subtly inhuman. Ransom had never seen anything dead or spoiled in Perelandra before the mutilated frogs.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,9
France,Voyage To Venus,Chapter Ten,High contestation (frequent conflict or strategic struggle),"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Distinct space language(s),Manageable but risky,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Drama,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"The chapter depicts a sustained, multi-day strategic struggle between the Un-man and Ransom for the Lady's soul. The Un-man uses relentless psychological warfare, telling stories and teaching vanity, while Ransom fights desperately to counter each move.","The characters continue as temporary visitors on floating islands that constantly move. The Un-man tempts the Lady with the concept of keeping possessions and settling on Fixed Land, but this remains forbidden and unrealized.",Ransom remains totally cut off from Earth. The separation is so complete that Earth customs like clothing and mirrors must be explained as foreign concepts to the Lady.,"The Lady has no concept of keeping possessions, wearing clothes for beauty, seeing her own reflection, or self-admiration. The Un-man must teach her concepts like vanity and fear from scratch, and she experiences fear for the first time when seeing her reflection.","Communication continues in Old Solar. The Un-man teaches the Lady new words like Creative, Intuition, and Spiritual, which have no native equivalents in her language, highlighting the linguistic distinctness of Perelandra.","The physical environment remains survivable with fruit and water available. However, the psychological and spiritual dangers intensify enormously. Rain and storms occur but are not life-threatening.","Still only three characters interact on Perelandra. The King remains absent. The entire world has only two native inhabitants, making human presence in space exceptionally rare.","No political order exists. The Un-man introduces concepts of keeping and ownership that could lead to governance, but currently there is only divine command and no political institutions.","The chapter is intensely dramatic with the Un-man telling stories of heroic women, introducing the mirror and the concept of vanity, teaching the Lady about clothing and self-image, and slowly corrupting her innocence through theatrical self-consciousness.","No military elements appear. The conflict is entirely psychological, spiritual, and philosophical. The Un-man uses stories, a mirror, and feathered robes as its weapons of temptation.","The Un-man's introduction of mirrors, clothing, and Earth customs to the Lady parallels colonial contact narratives where indigenous peoples are introduced to foreign goods and values, gradually undermining their native way of life.","The floating islands continue to heave dramatically. The Lady experiences fear for the first time upon seeing her reflection. The environment requires no clothing, has no concept of possessions, and operates under fundamentally different physical and social laws.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,10
France,Voyage To Venus,Chapter Eleven,High contestation (frequent conflict or strategic struggle),"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Distinct space language(s),Harsh and resource-intensive,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Drama,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),The spiritual and physical stakes reach their peak. Ransom realizes he must physically fight the Un-man to stop the temptation. The entire chapter is devoted to his agonizing internal struggle over whether to engage in mortal combat with the possessed body.,"Ransom remains a temporary visitor sent to Perelandra for a specific mission. The chapter emphasizes his role as a transient agent, not a settler, who was brought to this world to intervene at a critical moment.","Ransom reflects on men fighting on Earth in wartime, underscoring his complete separation from his home world. His journey to Perelandra is described as a miracle comparable to the Un-man's arrival, crossing vast interplanetary distance.","Perelandra's social reality is so different that the distinction between truth and myth, fact and fiction, does not apply there. The Lady sleeps nearby in a state that is itself unlike Earth sleep, showing expression and readiness even in repose.",Old Solar remains the medium of communication. The chapter does not focus on language but the distinct interplanetary language continues to be the mode of interaction between Ransom and the Perelandrian beings.,"While the natural environment remains physically survivable, the spiritual and psychological conditions become extremely harsh. Ransom faces sleep deprivation, exhaustion, and the prospect of fighting to the death with no weapons against a tireless supernatural enemy.","Ransom is still essentially alone as a human on Perelandra, with only the Un-man in Weston's body as another Earth-origin being. The chapter emphasizes how everything depends on this one individual's actions.","No political order exists. The chapter focuses on cosmic spiritual governance by Maleldil rather than any political structure. The fate of the world depends on individual moral choices, not political institutions.",The chapter is pure psychological and spiritual drama as Ransom wrestles with the knowledge that he must physically fight the Un-man. The Voice in the darkness presses him toward this realization with inexorable force.,"Ransom explicitly describes himself as a sedentary scholar, not a military man. His coming fight is framed not as military action but as a desperate civilian act of self-sacrifice against supernatural evil.","The chapter evokes frontier themes with Ransom as a lone individual facing an impossible challenge in an alien wilderness, responsible for the fate of an entire world. The parallel to Eden frames Perelandra as a new frontier of creation.",The chapter emphasizes how Perelandra operates under different metaphysical laws where the distinction between myth and fact dissolves. The physical reality is intertwined with spiritual reality in ways that do not occur on Earth.,France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,11
France,Voyage To Venus,Chapter Twelve,Total war / constant conflict,"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Distinct space language(s),Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),"The chapter is dominated by an extended, brutal physical fight between Ransom and the Un-man, followed by a desperate chase across the island and out to sea. The conflict is total and unrelenting, with both combatants severely wounded.",Ransom remains a temporary visitor. He reflects that he has lived in Paradise but will never return. The floating islands and the sea are transient environments with no permanent human presence or territory.,"Ransom is completely cut off from Earth, reflecting he will never again wield an unmaimed body until a greater morning comes. He is alone on the high seas of an alien world with no prospect of return visible.","Maleldil has cast the entire island into a charmed sleep so no memory of violence will remain. The world operates under divine intervention that has no parallel on Earth, with animals and the Lady sleeping supernaturally.","The Un-man speaks English to Ransom during their confrontation, but also utters Aramaic from the First Century. The coexistence of Earth languages and Old Solar on an alien world underscores the distinct linguistic landscape.","Ransom engages in a brutal, prolonged physical fight where his back is torn to shreds, he loses a tooth, and he is covered in blood. He then must pursue the Un-man across the island and out to open sea while severely wounded and dehydrated.",Only Ransom and the Un-man are active on Perelandra. The Lady and all animals are supernaturally asleep. Human presence in space remains limited to these few individuals from Earth.,"No political structure exists. The world is governed solely by Maleldil's direct intervention, who has put the entire island to sleep. There are no nations, institutions, or political entities.","The chapter is dominated by a violent physical fight, a desperate chase through sleeping forests, and a pursuit across open ocean. Ransom faces severe injuries, dehydration, and the constant threat of death in a survival scenario.","Ransom is explicitly a middle-aged scholar fighting with fists and teeth, not a soldier. The combat is a desperate civilian act, not a military operation. He recalls boxing at preparatory school and quotes Anglo-Saxon poetry mid-fight.","The chapter reads like a frontier survival narrative with Ransom pursuing his quarry through alien wilderness, past sleeping creatures, and out to sea on fish-back, evoking themes of individual struggle against nature in an unexplored world.","The entire island is supernaturally asleep. Ransom chases the Un-man through alien forests, across seas of copper-colored water, riding giant fish that follow instinctively. Long-necked birds join the pursuit in formation. The environment is fundamentally unlike anything on Earth.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,12
France,Voyage To Venus,Chapter Thirteen,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Other / Unsure,Harsh and resource-intensive,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Adventure / exploration,Entirely civilian,Like the ocean / naval,Very different (human bodies/technology constantly challenged),"There is no military or political conflict in this chapter. Ransom rides a fish across the ocean, encounters passive water-people who ignore him, and has a philosophical conversation with Weston/the Un-man about death and the nature of the universe. The only physical conflict is Weston dragging Ransom underwater at the end.",Ransom is a lone visitor to Perelandra (Venus) on a mission. He has no permanent settlement and is adrift on the ocean riding a fish. The planet has no human infrastructure or territory held by Earth people.,"Ransom is on Venus, completely cut off from Earth. He mentions that Germans may be bombing London, indicating wartime Earth is far away. He has no space-ship access and no way to return, reflecting major separation from Earth.","Perelandra has water-people who share the planet but have no interaction with humans, floating islands, and a cosmic spiritual hierarchy governed by Maleldil. The social order is nothing like Earth society, with a King and Queen who are the only two humans on the entire planet.","Language is not a significant theme in this chapter. Ransom and Weston speak English to each other. The broader Perelandrian context uses Old Solar, but language differences are not explored here.","Ransom is adrift on an open ocean with no food except alien seaweed that dangerously alters his consciousness, no shelter, and must cling to a tiring fish. He faces drowning, hunger, and exhaustion. The environment is survivable but demands constant effort.","Only Ransom and Weston are humans on Venus. Ransom is essentially a lone explorer on an alien world, making human presence in space exceptionally rare in this narrative.","There is no political structure governing space in this chapter. Ransom is adrift on an alien ocean with no government, institutions, or political authority present. The only reference to Earth politics is a passing mention of the war.","This chapter is primarily an adventure narrative with Ransom riding a fish across an alien ocean, encountering strange water-people, eating alien seaweed, and engaging in philosophical exchanges with Weston before a dramatic underwater abduction.","There is no military presence or framework in this chapter. Ransom is a civilian philologist, and Weston is a scientist. The only mention of military matters is a brief reference to the war on Earth and bayonet wounds.","Space travel and the Perelandrian setting are characterized through oceanic imagery. Ransom rides a fish across vast seas, encounters water-people, and the chapter is dominated by waves, currents, ocean vastness, and maritime survival challenges.","Perelandra's environment is radically different from Earth: vast oceans with no visible land, phosphorescent water-people, seaweed that alters human consciousness, floating islands, and alien biology. Ransom's body is constantly challenged by the conditions.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,13
France,Voyage To Venus,Chapter Fourteen,"Low contestation (minor competition, little open conflict)","Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Other / Unsure,Extremely hostile (constant survival pressure),Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Thriller / Horror / Survival,Entirely civilian,Like the frontier / colonial expansion,Radically non-Earth-like (physics/environment fundamentally unlike Earth experience),"The conflict in this chapter is personal rather than political or territorial. Ransom fights and kills the Un-man in a physical struggle, then is pursued by an unknown creature through caves. This is interpersonal combat, not a contest over space itself.","Ransom remains a lone visitor trapped in subterranean caves on Venus. He has no settlement, infrastructure, or territorial claim. He is simply trying to survive and find his way out of the caverns.","Ransom is deep inside Venus's cave system with no way to contact or return to Earth. He is completely separated from his home world, trapped underground on an alien planet with no space-ship in reach.","The subterranean world of Perelandra features giant multi-segmented cave creatures, rivers of fire, vast underground caverns, and a spiritual cosmology involving demons and divine forces. This is completely unlike any Earth society.",Language is not meaningfully addressed in this chapter. Ransom speaks English and recites literary works from memory. The Un-man speaks broken English. No distinct space language issues arise.,"Ransom is trapped in pitch-black caves with no food, navigating by touch, climbing dangerous cliffs, wading through underground rivers, and facing extreme heat near a fire pit. He faces the Un-man and a giant cave creature. Survival pressure is constant and severe.","Only Ransom is alive as a human on Venus after killing the Un-man. He is completely alone in the underground caves, the sole human being on the entire planet.","There is no political structure whatsoever in the subterranean caves. Ransom is alone in a lawless, ungoverned wilderness deep beneath the surface of an alien planet.","This chapter is dominated by survival horror: Ransom fights for his life underwater, strangles the Un-man in pitch darkness, navigates terrifying caves blind, and faces a monstrous multi-segmented creature in a fire-lit cavern. The tone is intensely suspenseful.","There is no military element in this chapter. Ransom is a civilian academic fighting for survival. His combat with the Un-man is personal and spiritual, not military in nature.","The underground caves evoke frontier exploration imagery: Ransom navigates unknown territory, climbs uncharted cliffs, follows waterways through darkness, and encounters unknown creatures. It resembles exploring an uncharted wilderness rather than naval or aerial domains.","The underground environment features pitch-black caves with rivers of fire, giant multi-segmented creatures, translucent ice-like rock formations, and subterranean waterways that lead through the planet's interior. The physics of light, heat, and geology are fundamentally alien.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,14
France,Voyage To Venus,Chapter Fifteen,No contestation,"Visiting / Temporary presence only (stations, missions, outposts)","Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Other / Unsure,Manageable but risky,Exceptionally rare (few astronauts/explorers),No political order / ungoverned,Adventure / exploration,Entirely civilian,Like the frontier / colonial expansion,Very different (human bodies/technology constantly challenged),"This chapter is entirely peaceful. Ransom convalesces beside a mountain stream, explores the mountain landscape, encounters gentle creatures like tiny mammals and a shy singing beast, and climbs to a sacred valley. There is no conflict of any kind.","Ransom is still a lone visitor on Perelandra recovering from his ordeal. He finds a coffin-like vessel prepared for his return to Earth, confirming his presence is temporary. He has no settlement or territory.","Ransom is on Venus, completely separated from Earth. He discovers a transport vessel for returning home, but he remains profoundly distant from Earth with no communication possible. The journey between worlds is vast.","The mountain ecosystem features ripple-tree forests, tiny scale-model mammals, a large singing beast that is nursed by a different species, crystal cliffs, and a sacred valley with red lilies. The world operates on principles entirely unlike Earth society, governed by spiritual beings (eldila).","Ransom carves an inscription in Old Solar using Roman letters, blending Earth and Perelandrian language. Language is mentioned but not as a barrier or significant theme in the chapter.","During convalescence, Ransom finds abundant food from grape-like fruit clusters and clean water. The mountain environment is beautiful and hospitable. His main physical concern is a heel wound that will not stop bleeding, but the environment itself is gentle and sustaining.","Ransom is the sole human on Venus. He is completely alone on the mountain, the only person of his species on the entire planet, making human presence in space exceptionally rare.",The mountain wilderness has no political order. Ransom is alone with animals and the natural landscape. The eldila appear at the end but have not yet established any governance structure in this chapter.,"This chapter focuses on exploration and discovery as Ransom recovers and then explores the mountain landscape, encountering new flora and fauna including ripple-trees, tiny mammals, and the singing beast. He climbs to a sacred valley at the summit.","There is no military element whatsoever. Ransom is a civilian exploring a peaceful mountain landscape, recovering from wounds, and encountering gentle wildlife. The tone is pastoral and contemplative.","Ransom's solitary exploration of uncharted mountain terrain, discovering new species and landscapes, and carving an inscription on a cliff wall all evoke frontier exploration imagery. He is a lone explorer in virgin wilderness.","The mountain features crystal/translucent cliffs, ripple-tree forests with streaming blue fronds, tiny scale-model mammals, and a massive singing beast unlike anything on Earth. The landscape with rose-red peaks, golden sky-roof, and sacred lily valley is profoundly alien.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,15
France,Voyage To Venus,Chapter Sixteen,No contestation,Habitable and governable (permanent settlements can hold territory),"Long-distance journey (years, major separation from Earth)",Radically different / alien social order,Shared lingua franca plus local variation,Benign / easily survivable,Exceptionally rare (few astronauts/explorers),Single unified authority,Drama,Entirely civilian,Totally unique domain,Very different (human bodies/technology constantly challenged),"This chapter is a peaceful coronation ceremony. The eldila of Mars and Venus appear, animals gather, and the King and Queen arrive to assume rulership of Perelandra. There is no conflict, competition, or contestation of any kind.","The King and Queen are crowned as rulers of Perelandra, establishing permanent governance over the planet. Perelandra (the eldil) transfers authority to them, and they plan to fill the world with their children, indicating permanent habitation and territorial governance.","Ransom is on Venus, separated from Earth by interplanetary distance. The eldila discuss traveling between worlds and Deep Heaven. The Oyarsa of Mars has visited Earth (Thulcandra), indicating vast interplanetary distances are traversed.","The social order involves eldila (angelic planetary rulers), a King and Queen who are the Adam and Eve of Venus, and a cosmic hierarchy under Maleldil. The coronation ceremony with thirty-foot-tall burning white eldila and gathering animal processions is entirely unlike any Earth society.","Communication occurs in Old Solar, the shared language of the solar system. The Oyarsa of Mars mentions learning the divided tongues of Earth from Ransom. Old Solar serves as a lingua franca while Earth has its own local languages.","The mountain top environment is peaceful and beautiful with a pool, lilies, and gentle light. The King and Queen thrive naturally. The environment poses no survival threats during this ceremonial chapter.","Only Ransom, the King, and the Queen are humans present. Ransom is the sole Earth human on Venus, and the King and Queen are native Perelandrians. Human presence in space remains exceptionally rare.","The chapter establishes a single unified authority over Perelandra: the King (Tor) and Queen (Tinidril) are crowned as Oyarsa-Perelandra, receiving absolute dominion over the planet from the eldil who previously administered it.","This chapter is a dramatic coronation ceremony with profound theological and philosophical content. The arrival of the King and Queen, the appearance of the eldila in visible form, and the formal transfer of planetary authority create a solemn dramatic atmosphere.","The coronation is entirely civilian and spiritual in nature. There is no military presence, weaponry, or martial framework. Authority is transferred through a ceremonial and religious process.","Space in this chapter is characterized as Deep Heaven, a spiritual realm governed by eldila and cosmic hierarchy under Maleldil. It does not resemble naval, aerial, frontier, or cyber domains. The framing is theological and cosmological, entirely unique.","The environment features thirty-foot-tall burning white eldila, colors beyond the human spectrum, a sense that the planet itself is rushing through space, and a landscape with rose-red lily peaks and a golden sky. The physical reality is profoundly different from Earth.",France_Voyage_To_Venus.csv,France_Voyage_To_Venus,NA,16
