book,chapter,q_number,claude_answer,human_answer
Planet of the Apes,Chapter 32,4,Radically different / alien social order,Other / Unsure
Planet of the Apes,Chapter 32,5,Distinct space language(s),Other / Unsure
Planet of the Apes,Chapter 32,6,Benign / easily survivable,Other / Unsure
Planet of the Apes,Chapter 32,7,Exceptionally rare (few astronauts/explorers),Other / Unsure
Planet of the Apes,Chapter 32,8,Single unified authority,Other / Unsure
Planet of the Apes,Chapter 32,9,Drama,Adventure / exploration
Planet of the Apes,Chapter 32,10,Entirely civilian,Other / Unsure
Planet of the Apes,Chapter 32,11,Like the frontier / colonial expansion,Other / Unsure
Planet of the Apes,Chapter 33,1,No contestation,Other / Unsure
Planet of the Apes,Chapter 33,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
Planet of the Apes,Chapter 33,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
Planet of the Apes,Chapter 33,4,Radically different / alien social order,Radically different / alien social order
Planet of the Apes,Chapter 33,5,Distinct space language(s),Other / Unsure
Planet of the Apes,Chapter 33,6,Benign / easily survivable,Other / Unsure
Planet of the Apes,Chapter 33,7,Exceptionally rare (few astronauts/explorers),Other / Unsure
Planet of the Apes,Chapter 33,8,Single unified authority,Other / Unsure
Planet of the Apes,Chapter 33,9,Thriller / Horror / Survival,Adventure / exploration
Planet of the Apes,Chapter 33,10,Entirely civilian,Other / Unsure
Planet of the Apes,Chapter 33,11,Like the frontier / colonial expansion,Other / Unsure
Planet of the Apes,Chapter 34,1,No contestation,High contestation (frequent conflict or strategic struggle)
Planet of the Apes,Chapter 34,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
Planet of the Apes,Chapter 34,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
Planet of the Apes,Chapter 34,4,Radically different / alien social order,Other / Unsure
Planet of the Apes,Chapter 34,5,Distinct space language(s),Shared lingua franca plus local variation
Planet of the Apes,Chapter 34,6,Benign / easily survivable,Other / Unsure
Planet of the Apes,Chapter 34,7,Exceptionally rare (few astronauts/explorers),Other / Unsure
Planet of the Apes,Chapter 34,8,Single unified authority,Other / Unsure
Planet of the Apes,Chapter 34,9,Thriller / Horror / Survival,Adventure / exploration
Planet of the Apes,Chapter 34,10,Entirely civilian,Other / Unsure
Planet of the Apes,Chapter 34,11,Like the frontier / colonial expansion,Other / Unsure
Planet of the Apes,Chapter 35,1,No contestation,Other / Unsure
Planet of the Apes,Chapter 35,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
Planet of the Apes,Chapter 35,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
Planet of the Apes,Chapter 35,4,Radically different / alien social order,Other / Unsure
Planet of the Apes,Chapter 35,5,Distinct space language(s),Other / Unsure
Planet of the Apes,Chapter 35,6,Benign / easily survivable,Other / Unsure
Planet of the Apes,Chapter 35,7,Exceptionally rare (few astronauts/explorers),Other / Unsure
Planet of the Apes,Chapter 35,8,Single unified authority,Other / Unsure
Planet of the Apes,Chapter 35,9,Drama,Adventure / exploration
Planet of the Apes,Chapter 35,10,Entirely civilian,Other / Unsure
Planet of the Apes,Chapter 35,11,Like the frontier / colonial expansion,Other / Unsure
Planet of the Apes,Chapter 36,1,No contestation,High contestation (frequent conflict or strategic struggle)
Planet of the Apes,Chapter 36,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
Planet of the Apes,Chapter 36,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Long-distance journey (years, major separation from Earth)"
Planet of the Apes,Chapter 36,4,Radically different / alien social order,Other / Unsure
Planet of the Apes,Chapter 36,5,Distinct space language(s),Other / Unsure
Planet of the Apes,Chapter 36,6,Benign / easily survivable,Other / Unsure
Planet of the Apes,Chapter 36,7,Exceptionally rare (few astronauts/explorers),Other / Unsure
Planet of the Apes,Chapter 36,8,Single unified authority,Other / Unsure
Planet of the Apes,Chapter 36,9,Thriller / Horror / Survival,Adventure / exploration
Planet of the Apes,Chapter 36,10,Mostly civilian with some military presence,Other / Unsure
Planet of the Apes,Chapter 36,11,Like the frontier / colonial expansion,Other / Unsure
Planet of the Apes,Chapter 37,1,No contestation,Other / Unsure
Planet of the Apes,Chapter 37,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
Planet of the Apes,Chapter 37,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)","Long-distance journey (years, major separation from Earth)"
Planet of the Apes,Chapter 37,4,Radically different / alien social order,Other / Unsure
Planet of the Apes,Chapter 37,5,Distinct space language(s),Distinct space language(s)
Planet of the Apes,Chapter 37,6,Manageable but risky,Other / Unsure
Planet of the Apes,Chapter 37,7,Exceptionally rare (few astronauts/explorers),Other / Unsure
Planet of the Apes,Chapter 37,8,Single unified authority,Other / Unsure
Planet of the Apes,Chapter 37,9,Thriller / Horror / Survival,Adventure / exploration
Planet of the Apes,Chapter 37,10,Mostly civilian with some military presence,Other / Unsure
Planet of the Apes,Chapter 37,11,Like the frontier / colonial expansion,Like the air / airpower
Planet of the Apes,Chapter 38,1,No contestation,Other / Unsure
Planet of the Apes,Chapter 38,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
Planet of the Apes,Chapter 38,3,"Extreme / effectively unreachable (generational, completely separate, or one-way-feeling distance)",Other / Unsure
Planet of the Apes,Chapter 38,4,Radically different / alien social order,Other / Unsure
Planet of the Apes,Chapter 38,5,Distinct space language(s),Other / Unsure
Planet of the Apes,Chapter 38,6,Benign / easily survivable,Other / Unsure
Planet of the Apes,Chapter 38,7,Uncommon (small specialist population),Other / Unsure
Planet of the Apes,Chapter 38,8,Other / Unsure,Other / Unsure
Planet of the Apes,Chapter 38,9,Comedy / satire,Adventure / exploration
Planet of the Apes,Chapter 38,10,Entirely civilian,Entirely civilian
Planet of the Apes,Chapter 38,11,Like the ocean / naval,Other / Unsure
The Martian,Chapter 1,1,No contestation,No contestation
The Martian,Chapter 1,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 1,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 1,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 1,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 1,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 1,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 1,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 1,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 1,10,Entirely civilian,Entirely civilian
The Martian,Chapter 1,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 2,1,No contestation,No contestation
The Martian,Chapter 2,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 2,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 2,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 2,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 2,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 2,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 2,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 2,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 2,10,Entirely civilian,Entirely civilian
The Martian,Chapter 2,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 3,1,No contestation,No contestation
The Martian,Chapter 3,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 3,3,Moderate journey (months/meaningful separation),Other / Unsure
The Martian,Chapter 3,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 3,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 3,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 3,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 3,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 3,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 3,10,Entirely civilian,Entirely civilian
The Martian,Chapter 3,11,Like the frontier / colonial expansion,Like the ocean / naval
The Martian,Chapter 4,1,No contestation,No contestation
The Martian,Chapter 4,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 4,3,Moderate journey (months/meaningful separation),Other / Unsure
The Martian,Chapter 4,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 4,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 4,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 4,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 4,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 4,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 4,10,Entirely civilian,Entirely civilian
The Martian,Chapter 4,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 5,1,No contestation,No contestation
The Martian,Chapter 5,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 5,3,Moderate journey (months/meaningful separation),Other / Unsure
The Martian,Chapter 5,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 5,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 5,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 5,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 5,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 5,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 5,10,Entirely civilian,Entirely civilian
The Martian,Chapter 5,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 6,1,No contestation,No contestation
The Martian,Chapter 6,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
The Martian,Chapter 6,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 6,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 6,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 6,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 6,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 6,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 6,9,Drama,Comedy / satire
The Martian,Chapter 6,10,Entirely civilian,Entirely civilian
The Martian,Chapter 6,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 7,1,No contestation,No contestation
The Martian,Chapter 7,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 7,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 7,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 7,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 7,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 7,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 7,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 7,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 7,10,Entirely civilian,Entirely civilian
The Martian,Chapter 7,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 8,1,No contestation,No contestation
The Martian,Chapter 8,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
The Martian,Chapter 8,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 8,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 8,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 8,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 8,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 8,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 8,9,Adventure / exploration,Comedy / satire
The Martian,Chapter 8,10,Entirely civilian,Entirely civilian
The Martian,Chapter 8,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 9,1,No contestation,No contestation
The Martian,Chapter 9,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
The Martian,Chapter 9,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 9,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 9,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 9,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 9,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 9,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 9,9,Adventure / exploration,Comedy / satire
The Martian,Chapter 9,10,Entirely civilian,Entirely civilian
The Martian,Chapter 9,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 10,1,No contestation,No contestation
The Martian,Chapter 10,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
The Martian,Chapter 10,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 10,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 10,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 10,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 10,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 10,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 10,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 10,10,Entirely civilian,Entirely civilian
The Martian,Chapter 10,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 11,1,No contestation,No contestation
The Martian,Chapter 11,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
The Martian,Chapter 11,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 11,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 11,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 11,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 11,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 11,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 11,9,Drama,Comedy / satire
The Martian,Chapter 11,10,Entirely civilian,Entirely civilian
The Martian,Chapter 11,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 12,1,No contestation,No contestation
The Martian,Chapter 12,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 12,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 12,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 12,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 12,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 12,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 12,8,Earth nation-states extend into space,Earth nation-states extend into space
The Martian,Chapter 12,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 12,10,Entirely civilian,Entirely civilian
The Martian,Chapter 12,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 13,1,No contestation,No contestation
The Martian,Chapter 13,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 13,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 13,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 13,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 13,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 13,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 13,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 13,9,Drama,Comedy / satire
The Martian,Chapter 13,10,Entirely civilian,Entirely civilian
The Martian,Chapter 13,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 14,1,No contestation,No contestation
The Martian,Chapter 14,2,"Visiting / Temporary presence only (stations, missions, outposts)",Other / Unsure
The Martian,Chapter 14,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 14,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 14,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 14,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 14,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 14,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 14,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 14,10,Entirely civilian,Entirely civilian
The Martian,Chapter 14,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 15,1,No contestation,No contestation
The Martian,Chapter 15,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 15,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 15,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 15,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 15,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 15,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 15,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 15,9,Drama,Comedy / satire
The Martian,Chapter 15,10,Entirely civilian,Entirely civilian
The Martian,Chapter 15,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 16,1,No contestation,No contestation
The Martian,Chapter 16,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 16,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 16,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 16,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 16,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 16,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 16,8,Earth nation-states extend into space,Earth nation-states extend into space
The Martian,Chapter 16,9,Political / diplomatic,Comedy / satire
The Martian,Chapter 16,10,Entirely civilian,Entirely civilian
The Martian,Chapter 16,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 17,1,No contestation,No contestation
The Martian,Chapter 17,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 17,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 17,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 17,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 17,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 17,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 17,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 17,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 17,10,Entirely civilian,Entirely civilian
The Martian,Chapter 17,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 18,1,No contestation,No contestation
The Martian,Chapter 18,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 18,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 18,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 18,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 18,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 18,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 18,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 18,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 18,10,Entirely civilian,Entirely civilian
The Martian,Chapter 18,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 19,1,No contestation,No contestation
The Martian,Chapter 19,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 19,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 19,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 19,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 19,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 19,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 19,8,Earth nation-states extend into space,Earth nation-states extend into space
The Martian,Chapter 19,9,Political / diplomatic,Comedy / satire
The Martian,Chapter 19,10,Entirely civilian,Entirely civilian
The Martian,Chapter 19,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 20,1,No contestation,No contestation
The Martian,Chapter 20,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 20,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 20,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 20,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 20,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 20,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 20,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 20,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 20,10,Entirely civilian,Entirely civilian
The Martian,Chapter 20,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 21,1,No contestation,No contestation
The Martian,Chapter 21,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 21,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 21,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 21,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 21,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 21,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 21,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 21,9,Adventure / exploration,Comedy / satire
The Martian,Chapter 21,10,Entirely civilian,Entirely civilian
The Martian,Chapter 21,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 22,1,No contestation,No contestation
The Martian,Chapter 22,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 22,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 22,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 22,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 22,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 22,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 22,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 22,9,Adventure / exploration,Comedy / satire
The Martian,Chapter 22,10,Entirely civilian,Entirely civilian
The Martian,Chapter 22,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 23,1,No contestation,No contestation
The Martian,Chapter 23,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 23,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 23,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 23,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 23,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 23,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 23,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 23,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 23,10,Entirely civilian,Entirely civilian
The Martian,Chapter 23,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 24,1,No contestation,No contestation
The Martian,Chapter 24,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 24,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 24,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 24,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 24,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 24,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 24,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 24,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 24,10,Entirely civilian,Entirely civilian
The Martian,Chapter 24,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 25,1,No contestation,No contestation
The Martian,Chapter 25,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 25,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
The Martian,Chapter 25,4,Basically Earth society in space,Basically Earth society in space
The Martian,Chapter 25,5,Same languages as Earth,Same languages as Earth
The Martian,Chapter 25,6,Nearly uninhabitable / lethal without major intervention,Nearly uninhabitable / lethal without major intervention
The Martian,Chapter 25,7,Exceptionally rare (few astronauts/explorers),Exceptionally rare (few astronauts/explorers)
The Martian,Chapter 25,8,Earth nation-states extend into space,Single unified authority
The Martian,Chapter 25,9,Thriller / Horror / Survival,Comedy / satire
The Martian,Chapter 25,10,Entirely civilian,Entirely civilian
The Martian,Chapter 25,11,Like the frontier / colonial expansion,Totally unique domain
The Martian,Chapter 26,1,No contestation,No contestation
The Martian,Chapter 26,2,"Visiting / Temporary presence only (stations, missions, outposts)","Limited settlement (small colonies, hard to sustain/control)"
The Martian,Chapter 26,3,Moderate journey (months/meaningful separation),Moderate journey (months/meaningful separation)
